"258.0100","0.95628388","1426934374"
"258.4000","0.15707688","1426934494"
"258.6050","1.80030275","1426934554"
"258.3020","0.55278607","1426934734"
"258.3100","0.58792025","1426934794"
"258.2771","0.35112055","1426934854"
"258.1521","0.52974081","1426935094"
"258.9450","0.41940315","1426935154"
"259.1500","0.18068308","1426935214"
"259.3800","0.37660783","1426935274"
"259.5825","0.28033467","1426935334"
"259.7375","0.05318296","1426935394"
"259.5791","0.68992330","1426935454"
"259.5600","0.30000000","1426935514"
"259.5550","0.37144576","1426935574"
"259.5533","0.40205341","1426935634"
"259.4400","0.21698625","1426935874"
"259.5600","0.49895824","1426935934"
"259.8050","0.50611562","1426935994"
"260.0000","0.44590398","1426936054"
"260.3000","0.86870000","1426936114"
"260.3000","0.63374793","1426936174"
"260.8950","0.54928546","1426936234"
"260.9600","0.19843609","1426936294"
"260.8900","0.02000000","1426936354"
"260.6367","1.06207066","1426936534"
"260.7550","0.02000000","1426936894"
"260.8600","0.02000000","1426936954"
"260.4000","2.33300000","1426937374"
"259.6634","0.59545642","1426937434"
"259.4500","0.04890533","1426937494"
"259.4467","0.51473425","1426937554"
