250.9999,0.01551749,1426715072
249.9666,0.012,1426715372
NA,NA,1426715672
250.9332,0.0923109224659353,1426715972
253,0.1545,1426716272
NA,NA,1426716572
NA,NA,1426716872
251.000033333329,0.293059754923155,1426717172
NA,NA,1426717472
254.075498210909,0.0302249292315949,1426717772
254.9999,0.07827454,1426718072
253.9999,0.0123991,1426718372
NA,NA,1426718672
NA,NA,1426718972
NA,NA,1426719272
NA,NA,1426719572
NA,NA,1426719872
254.9999,0.243458415340279,1426720172
255.781641626455,0.330814103373529,1426720472
256.3041,4,1426720772
NA,NA,1426721072
256,0.07800775,1426721372
253.1,0.01,1426721672
NA,NA,1426721972
NA,NA,1426722272
NA,NA,1426722572
NA,NA,1426722872
NA,NA,1426723172
NA,NA,1426723472
NA,NA,1426723772
255.134730601498,0.0487407534831568,1426724072
NA,NA,1426724372
253,0.0346320451664967,1426724672
NA,NA,1426724972
NA,NA,1426725272
NA,NA,1426725572
NA,NA,1426725872
NA,NA,1426726172
252.41950776544,0.00906366552116171,1426726472
NA,NA,1426726772
250.010963207396,0.0103426836850218,1426727072
247.829644076092,0.0600900207259382,1426727372
246.482876078643,0.0687483919923325,1426727672
NA,NA,1426727972
NA,NA,1426728272
248,0.0565685424949238,1426728572
NA,NA,1426728872
NA,NA,1426729172
NA,NA,1426729472
245.0001,0.01,1426729772
NA,NA,1426730072
NA,NA,1426730372
NA,NA,1426730672
NA,NA,1426730972
NA,NA,1426731272
NA,NA,1426731572
NA,NA,1426731872
249.9333,0.011,1426732172
NA,NA,1426732472
NA,NA,1426732772
NA,NA,1426733072
249,0.08023904,1426733372
NA,NA,1426733672
NA,NA,1426733972
NA,NA,1426734272
250.3773,0.01698197,1426734572
250.3775,0.01,1426734872
250,0.0597,1426735172
250,0.13995952,1426735472
NA,NA,1426735772
NA,NA,1426736072
249,0.0962887643981576,1426736372
249.979123054708,0.00461389190345913,1426736672
NA,NA,1426736972
250.0153,0.01,1426737272
251.739673524014,0.0698859787281331,1426737572
NA,NA,1426737872
NA,NA,1426738172
NA,NA,1426738472
NA,NA,1426738772
248.501986856742,0.0327818575565545,1426739072
NA,NA,1426739372
250,0.1,1426739672
NA,NA,1426739972
NA,NA,1426740272
NA,NA,1426740572
NA,NA,1426740872
NA,NA,1426741172
NA,NA,1426741472
NA,NA,1426741772
NA,NA,1426742072
NA,NA,1426742372
NA,NA,1426742672
NA,NA,1426742972
NA,NA,1426743272
247.038348373284,0.031288975694324,1426743572
NA,NA,1426743872
NA,NA,1426744172
NA,NA,1426744472
NA,NA,1426744772
NA,NA,1426745072
NA,NA,1426745372
NA,NA,1426745672
NA,NA,1426745972
248.253306988329,0.00474976545471615,1426746272
NA,NA,1426746572
NA,NA,1426746872
248.869370497875,0.00954373558272892,1426747172
NA,NA,1426747472
250.805441999331,0.0109544511501033,1426747772
252.215426759022,0.0420428547004578,1426748072
255.075555684863,0.0186645809149639,1426748372
256.331563215183,0.201974985032039,1426748672
253.566117071386,0.0546506042052602,1426748972
256.499487718784,0.542717187176071,1426749272
253.063092158082,0.0237486841740758,1426749572
NA,NA,1426749872
253.190541771607,0.00140470637501223,1426750172
NA,NA,1426750472
257.85053430051,0.0300269201670834,1426750772
NA,NA,1426751072
NA,NA,1426751372
258,0.33400001,1426751672
NA,NA,1426751972
NA,NA,1426752272
NA,NA,1426752572
256.199503317239,0.0340117626711701,1426752872
255.621134792483,0.030571181012852,1426753172
NA,NA,1426753472
NA,NA,1426753772
255.321883714821,0.0983449736698138,1426754072
254,0.0158529524064131,1426754372
NA,NA,1426754672
NA,NA,1426754972
254.01,0.026,1426755272
NA,NA,1426755572
255.881862138006,0.0158676127229877,1426755872
NA,NA,1426756172
NA,NA,1426756472
254.32,0.31741143,1426756772
256.858704730528,0.0272754732283187,1426757072
NA,NA,1426757372
255.741920693499,0.3239036893893,1426757672
255.467043594049,0.0198310659570905,1426757972
256.05,0.026,1426758272
257,0.09708171,1426758572
257.26152043824,0.41154644088762,1426758872
NA,NA,1426759172
257.760728565251,0.101549396222631,1426759472
257.76,0.39346062979668,1426759772
255.035898526596,0.00970697126515071,1426760072
NA,NA,1426760372
254.514412942728,0.0124515164643675,1426760672
252.648914720431,0.00483533504720675,1426760972
NA,NA,1426761272
NA,NA,1426761572
254.050358388275,0.0782672509447888,1426761872
252,2,1426762172
NA,NA,1426762472
NA,NA,1426762772
NA,NA,1426763072
NA,NA,1426763372
NA,NA,1426763672
253.9528,0.014,1426763972
NA,NA,1426764272
NA,NA,1426764572
NA,NA,1426764872
NA,NA,1426765172
253.930769874175,0.0140420839159243,1426765472
NA,NA,1426765772
NA,NA,1426766072
253,0.25,1426766372
NA,NA,1426766672
NA,NA,1426766972
NA,NA,1426767272
NA,NA,1426767572
NA,NA,1426767872
NA,NA,1426768172
NA,NA,1426768472
NA,NA,1426768772
NA,NA,1426769072
NA,NA,1426769372
NA,NA,1426769672
NA,NA,1426769972
NA,NA,1426770272
NA,NA,1426770572
NA,NA,1426770872
NA,NA,1426771172
NA,NA,1426771472
NA,NA,1426771772
NA,NA,1426772072
NA,NA,1426772372
NA,NA,1426772672
NA,NA,1426772972
NA,NA,1426773272
NA,NA,1426773572
255.61438981006,0.0129104451416255,1426773872
NA,NA,1426774172
257.912508359447,0.0119468094287866,1426774472
259.312499963847,0.12950027687964,1426774772
259.32,0.012,1426775072
259.5997,0.0157162336455017,1426775372
259.31,0.25154833,1426775672
