"249.0000","0.705226770","1426714832"
"249.4809","0.500000000","1426714952"
"250.9999","0.015517490","1426715192"
"249.9666","0.012000000","1426715492"
"250.9332","0.013000000","1426715972"
"250.9332","0.121016870","1426716032"
"250.9332","0.500000000","1426716092"
"253.0000","0.154500000","1426716512"
"251.0000","0.293059755","1426717412"
"254.0944","0.018916310","1426717832"
"254.0000","0.197006610","1426717952"
"254.9999","0.078274540","1426718312"
"253.9999","0.012399100","1426718552"
"254.9999","0.248000000","1426720352"
"254.9999","0.239000000","1426720412"
"255.6512","0.190633713","1426720592"
"256.3041","3.000000000","1426720712"
"256.3041","4.000000000","1426720952"
"256.0000","0.078007750","1426721552"
"253.1000","0.010000000","1426721792"
"255.1347","0.048740753","1426724252"
"253.0000","0.050396842","1426724852"
"253.0000","0.023798685","1426724912"
"252.4195","0.009063666","1426726592"
"251.4865","0.011000000","1426727132"
"250.3255","0.009949343","1426727192"
"248.9987","0.010808818","1426727312"
"247.9335","0.060216632","1426727372"
"247.0000","0.059086670","1426727432"
"246.9667","0.010278090","1426727732"
"246.0000","0.893577038","1426727792"
"246.9667","0.002721910","1426727912"
"248.0000","0.056568542","1426728752"
"245.0001","0.010000000","1426729892"
"249.9333","0.011000000","1426732232"
"249.0000","0.080239040","1426733552"
"250.3773","0.016981970","1426734812"
"250.3775","0.010000000","1426734992"
"250.0000","0.059700000","1426735412"
"250.0000","0.139959520","1426735472"
"249.0000","0.096288764","1426736492"
"249.9791","0.004613892","1426736912"
"250.0153","0.010000000","1426737452"
"251.7397","0.069885979","1426737632"
"248.5020","0.032781858","1426739312"
"250.0000","0.100000000","1426739912"
"247.0383","0.031288976","1426743692"
"248.8420","0.003273469","1426746392"
"247.0800","0.010000000","1426746452"
"248.8694","0.009543736","1426747412"
"250.8054","0.010954451","1426747952"
"253.4366","0.010488088","1426748252"
"251.0001","0.168534203","1426748312"
"255.0756","0.018664581","1426748612"
"255.0000","0.016901790","1426748672"
"257.0000","0.609354560","1426748852"
"256.9999","0.800000000","1426748912"
"253.5661","0.054650604","1426749152"
"256.4995","0.542717187","1426749392"
"253.0631","0.023748684","1426749692"
"253.1905","0.001404706","1426750172"
"257.8207","0.025239260","1426750772"
"258.0000","0.071561870","1426750892"
"258.0000","0.334000010","1426751912"
"257.0000","0.096400000","1426752872"
"255.4015","0.012000000","1426752932"
"255.1632","0.019078759","1426753232"
"257.0000","0.125776201","1426753292"
"255.3219","0.098344974","1426754252"
