,amount,date,price,tid
112,0.04000000,1426909809,260.36,282517
113,0.32000000,1426909786,260.36,282516
114,0.16000000,1426909771,260.36,282515
115,0.08000000,1426909759,260.36,282514
116,0.04000000,1426909745,260.36,282513
117,0.01200000,1426909618,260.3758,282512
118,0.01300000,1426909118,260.3758,282511
119,0.04000000,1426908543,260.36,282510
120,0.16000000,1426907361,260.36,282509
121,0.08000000,1426907348,260.36,282508
122,0.04000000,1426907336,260.36,282507
123,0.01100000,1426907218,260.3468,282506
124,0.08000000,1426905581,260.27,282505
125,0.04000000,1426905567,260.27,282504
126,0.03743132,1426903963,260.09,282503
127,0.05800000,1426903953,260.09,282502
128,0.01600000,1426903168,260.0638,282501
129,0.01400000,1426903017,260.0444,282500
130,0.01700001,1426902702,260.0444,282499
131,0.10000000,1426902233,260.463,282498
132,0.04000000,1426901916,260.03,282497
133,0.04000000,1426901893,260.03,282496
134,0.59778498,1426901878,260.03,282495
135,0.08000000,1426901868,260.03,282494
136,0.04000000,1426901854,260.03,282493
137,0.08000000,1426901829,260.03,282492
138,0.04000000,1426901814,260.03,282491
139,0.01700001,1426900019,259.855,282490
140,0.02095785,1426899758,260,282489
141,0.08000000,1426899453,259.85,282488
142,0.04000000,1426899440,259.85,282487
143,0.60000000,1426899050,259.81,282486
144,0.01100000,1426898816,259.768,282485
145,0.04000000,1426898681,259.76,282484
146,0.04000000,1426898658,259.76,282483
147,0.01000000,1426898331,259.992,282482
148,0.28796140,1426897919,260,282481
149,0.01000000,1426897889,260,282480
150,0.94100000,1426896983,260,282479
151,0.07015000,1426896919,260,282478
152,1.76181353,1426896339,259.67,282477
153,0.00303000,1426895692,261,282476
154,0.01100000,1426895692,260.951,282475
155,0.01900000,1426895344,259.5747,282474
156,0.01900000,1426894830,259.5457,282473
157,0.29242307,1426894605,260,282472
158,0.01000000,1426894161,259.47,282471
159,0.01385167,1426893937,260,282470
160,0.07443978,1426893150,261,282469
161,0.00199694,1426893150,259.4106,282468
162,0.01200306,1426893088,259.4106,282467
163,0.01100000,1426893077,259.3424,282466
164,0.01600000,1426893057,259.3302,282465
165,0.01200000,1426893057,259.2464,282464
166,0.01200000,1426893057,259.1623,282463
167,0.01800000,1426893057,259.0602,282462
168,0.01300000,1426893057,258.9615,282461
169,0.01000000,1426893057,258.8693,282460
170,0.01400000,1426892951,258.786,282459
171,0.01600000,1426892951,258.7108,282458
172,0.01600000,1426892951,258.6381,282457
173,0.01300000,1426892920,258.5678,282456
174,0.01100000,1426892869,258.4998,282455
175,0.02000000,1426892869,258.4341,282454
176,0.01700001,1426892869,258.377,282453
177,0.01200000,1426892869,258.3198,282452
178,0.01600000,1426892869,258.2665,282451
179,0.00730000,1426892869,258.215,282450
180,0.01300000,1426892816,258.0555,282449
181,0.01200000,1426892249,258.0362,282448
182,0.00270000,1426892243,258.215,282447
183,0.01700001,1426892243,258.1745,282446
184,0.01200000,1426891833,258.0155,282445
185,0.30523000,1426891621,258.174,282444
186,0.01100000,1426891621,258.1374,282443
187,0.01200000,1426891621,258.1021,282442
188,0.01440380,1426891621,258.0679,282441
189,0.01200000,1426891613,258.0119,282440
190,0.01600000,1426891024,258.0119,282439
191,0.01100000,1426890540,258.0119,282438
192,0.01500000,1426890415,258.0119,282437
193,0.00259621,1426889627,258.0679,282436
194,0.01000000,1426889627,258.0335,282435
195,0.01200000,1426889627,258.0002,282434
196,0.01100000,1426889627,257.968,282433
197,0.01700001,1426889627,257.938,282432
198,0.01200000,1426889627,257.909,282431
199,0.01100000,1426889627,257.8787,282430
200,0.00197001,1426889627,257.8161,282429
201,0.01702999,1426889185,257.8161,282428
202,0.02100000,1426889185,257.7579,282427
203,0.00197001,1426889185,257.7016,282426
204,0.01302999,1426889161,257.7016,282425
205,0.01100000,1426889161,257.6472,282424
206,0.01597001,1426889161,257.5966,282423
207,0.00103000,1426888065,257.5966,282422
208,0.01100000,1426888065,257.5477,282421
209,0.15098583,1426884446,256,282420
210,1.16000000,1426884446,256.1,282419
211,0.01300000,1426884446,256.1955,282418
212,0.01300000,1426884446,256.2846,282417
213,0.01600000,1426884446,256.3708,282416
214,0.01300000,1426884446,256.4513,282415
215,0.01100000,1426884446,256.5291,282414
216,0.01000000,1426884446,256.6611,282413
217,0.01200000,1426884446,256.7202,282412
218,0.03498809,1426884446,257,282411
219,0.52102608,1426884446,257,282410
220,0.01200000,1426884446,257.0293,282409
221,0.01800000,1426884446,257.0576,282408
222,0.01500000,1426884446,257.085,282407
223,0.01443617,1426883662,257,282406
224,0.01000000,1426883662,257.0356,282405
225,0.01300000,1426883662,257.0667,282404
226,0.02290130,1426881712,257,282403
227,0.01300000,1426881712,257.0391,282402
228,0.01100000,1426881712,257.0769,282401
229,0.01100000,1426881712,257.1099,282400
230,0.01203000,1426880495,258.174,282399
231,0.04674000,1426879999,258.174,282398
232,0.01400000,1426879999,258.1255,282397
233,0.01400000,1426879999,258.0787,282396
234,0.01600000,1426879648,258.0761,282395
235,0.01000000,1426879613,258.0761,282394
236,0.12346856,1426878541,257,282393
237,0.03778498,1426872378,256.1,282392
238,0.01100000,1426872378,256.5655,282391
239,0.01000000,1426872378,256.6288,282390
240,0.01800000,1426872378,256.7245,282389
241,0.01800000,1426871825,256.817,282388
242,0.01300000,1426871825,256.898,282387
243,0.03667056,1426870194,258,282386
244,0.01400000,1426870194,258.028,282385
245,0.01105100,1426870194,258.0776,282384
246,0.01100000,1426870194,258.1255,282383
247,0.01100000,1426870194,258.1718,282382
248,0.00594901,1426869929,258.0776,282381
249,0.01200000,1426869929,258.1255,282380
250,0.01900000,1426869929,258.1718,282379
251,0.01200000,1426868389,258.0364,282378
252,0.04735179,1426867947,259,282377
253,0.01000001,1426867944,259.0284,282376
254,0.00199999,1426867921,259.0284,282375
255,0.01400000,1426867921,259.0559,282374
256,0.01700001,1426867921,259.0825,282373
257,0.00700000,1426867921,259.1073,282372
258,0.00500000,1426867898,259.1073,282371
259,0.01000000,1426867898,259.1305,282370
260,0.01300000,1426867898,259.1529,282369
261,0.01200000,1426867898,259.221,282368
262,12.65356815,1426867824,261.1951,282367
263,0.01100000,1426867824,261.0859,282366
264,0.01000000,1426867824,261.023,282365
265,2.74458422,1426867824,261,282364
266,0.52965137,1426867824,261,282363
267,0.77091618,1426867824,261,282362
268,0.55553615,1426867824,261,282361
269,1.11511112,1426867824,261,282360
270,0.30113200,1426867824,261,282359
271,0.01200000,1426867824,260.9622,282358
272,0.00486747,1426867824,260.9034,282357
273,0.01000000,1426867824,260.8466,282356
274,0.01000000,1426867824,260.7997,282355
275,0.01100000,1426867824,260.758,282354
276,0.01100000,1426867824,260.7177,282353
277,0.01400000,1426867824,260.6786,282352
278,0.01400000,1426867824,260.5959,282351
279,0.13000000,1426867824,260,282350
280,0.13492330,1426867824,259.9133,282349
281,0.01900000,1426867824,259.8829,282348
282,0.01900000,1426867824,259.8535,282347
283,0.01800000,1426867824,259.8278,282346
284,0.01200000,1426867824,259.8038,282345
285,0.05264821,1426865182,259,282344
286,0.01813000,1426865182,259.5,282343
287,0.01100000,1426864721,259.8995,282342
288,0.01300000,1426864608,259.8995,282341
289,0.01500000,1426864198,259.9833,282340
290,0.01000000,1426864009,259.5133,282339
291,0.01600000,1426863561,259.5124,282338
292,1.02333495,1426863497,259.8729,282337
293,0.02300000,1426863407,259.5124,282336
294,0.37000000,1426863343,259.87,282335
295,0.05987000,1426863255,259.5,282334
296,0.30300000,1426863200,259.8729,282333
297,0.01200000,1426863200,259.8644,282332
298,0.01200000,1426863200,259.7334,282331
299,0.01100000,1426863200,259.6482,282330
300,0.02300000,1426863200,259.563,282329
301,0.01900000,1426863200,259.5218,282328
302,0.01200000,1426863143,259.472,282327
303,0.01800000,1426863090,259.4563,282326
304,0.01300000,1426862990,259.4563,282325
305,0.01200000,1426862807,259.0157,282324
306,0.06674804,1426861743,259,282323
307,0.00303000,1426861743,259.018,282322
308,0.01600000,1426861662,259.505,282321
309,0.01197000,1426861294,259.018,282320
310,1.12600000,1426861263,259.5392,282319
311,0.11535829,1426861221,259.5392,282318
312,0.01300000,1426861191,259.0354,282317
313,0.07262872,1426861168,259.5392,282316
314,0.00197000,1426861123,259,282315
315,0.01000000,1426861123,259.018,282314
316,0.01300000,1426860620,259.5218,282313
317,0.01236807,1426860372,259.5392,282312
318,0.44600000,1426860272,259.5392,282311
319,0.03845276,1426860142,259.5392,282310
320,0.98875237,1426860123,259.5392,282309
321,0.01100000,1426860123,259.442,282308
322,0.04000000,1426860060,259,282307
323,0.02100000,1426859961,259,282306
324,0.02400000,1426859943,259.4273,282305
325,0.10450000,1426859931,258.9999,282304
326,0.01668196,1426859931,258.8389,282303
327,0.00231804,1426859391,258.8389,282302
328,0.01000000,1426859391,258.7475,282301
329,0.01600000,1426859391,258.6726,282300
330,0.01500000,1426859391,258.6002,282299
331,0.01800000,1426859391,258.5302,282298
332,0.01600000,1426859391,258.4659,282297
333,0.02722687,1426857376,256.5,282296
334,0.01200000,1426857376,256.57,282295
335,0.01100000,1426857376,256.6377,282294
336,0.13600001,1426856773,256,282293
337,0.01100000,1426856735,256.0978,282292
338,0.01528939,1426855637,255.9334,282291
339,0.12480000,1426855637,255.94,282290
340,0.01100000,1426855637,256.0139,282289
341,0.01500000,1426855637,256.1073,282288
342,0.01100000,1426855637,256.2011,282287
343,0.01300000,1426855637,256.2918,282286
344,0.01100000,1426855637,256.3794,282285
345,0.01400000,1426855637,256.4641,282284
346,0.01200000,1426855637,256.546,282283
347,0.06000000,1426855637,256.55,282282
348,0.01300000,1426855637,256.6561,282281
349,0.00937061,1426855637,257.0911,282280
350,0.00162939,1426855486,257.0911,282279
351,0.01100000,1426855486,257.1792,282278
352,0.26125000,1426853029,259.7331,282277
353,3.15800000,1426851927,258.9213,282276
354,0.01000000,1426851927,258.8337,282275
355,0.01000000,1426851927,258.749,282274
356,0.26700000,1426851204,258.9212,282273
357,0.01200000,1426851204,258.8244,282272
358,0.01000000,1426851204,258.7309,282271
359,0.01100000,1426851204,258.6405,282270
360,1.05124648,1426848652,258.9973,282269
361,0.01800000,1426848652,258.8977,282268
362,0.01500000,1426848652,258.7989,282267
363,0.02000000,1426848652,258.7034,282266
364,0.02000000,1426848652,258.6111,282265
365,0.01100000,1426848652,258.5218,282264
366,0.01000000,1426848652,258.4355,282263
367,0.01100000,1426848652,258.3521,282262
368,0.57813937,1426848103,257.8645,282261
369,0.01100000,1426848082,257.8667,282260
370,0.01200000,1426847986,257.8829,282259
371,0.02100000,1426847390,257.9311,282258
372,0.01400000,1426847351,257.8688,282257
373,0.01400000,1426847322,257.8688,282256
374,0.01000000,1426846628,257.8667,282255
375,0.01000000,1426846607,257.8667,282254
376,0.06000000,1426846531,257.8645,282253
377,0.01200000,1426846126,257.9289,282252
378,0.01100000,1426845584,257.9289,282251
379,0.01200000,1426845544,257.9289,282250
380,0.01100000,1426845270,257.8645,282249
381,0.03366417,1426843694,255.9333,282248
382,0.01300000,1426843642,256.0355,282247
383,0.04000000,1426842465,256,282246
384,0.08000000,1426842420,256,282245
385,0.04000000,1426842407,256,282244
386,0.01200000,1426842405,255.9355,282243
387,0.55553615,1426842405,256,282242
388,1.00000000,1426842401,256.0001,282241
389,0.11677238,1426842345,257.9108,282240
390,0.04322762,1426842036,257.9108,282239
391,0.32000000,1426842036,257.9108,282238
392,0.37646914,1426842036,257.9108,282237
393,0.01400000,1426842036,257.9777,282236
394,0.01400000,1426841997,258.1001,282235
395,0.01500000,1426841997,258.1968,282234
396,0.01000000,1426841890,259.0667,282233
397,0.01163957,1426841890,259.134,282232
398,0.01000000,1426841890,259.193,282231
399,0.01100000,1426841890,259.2549,282230
400,0.01100000,1426841890,259.3129,282229
401,0.01000000,1426841890,259.3709,282228
402,0.01100000,1426841890,259.4289,282227
403,0.01300000,1426841890,259.4853,282226
404,0.01100000,1426841890,259.5433,282225
405,0.01100000,1426841367,259.5585,282224
406,0.01100000,1426840606,259.985,282223
407,0.01000000,1426840176,259.5585,282222
408,0.01200000,1426840007,259.5585,282221
409,0.00613253,1426831000,260.9034,282220
410,0.01000000,1426831000,259.9733,282219
411,0.00236043,1426829282,259.134,282218
412,0.00843723,1426829282,259.1991,282217
413,0.00356277,1426827633,259.1991,282216
414,0.01100000,1426827633,259.2559,282215
415,0.00670031,1426822191,261,282214
416,0.01100000,1426822075,260.9356,282213
417,0.14624818,1426819467,261,282212
418,0.72208815,1426819467,261,282211
419,0.01200000,1426819231,260.9967,282210
420,0.01300000,1426819199,260.9,282209
421,0.02500000,1426819190,261,282208
422,0.01600000,1426819167,260.9,282207
423,0.01600000,1426819167,260.8033,282206
424,0.47796934,1426818987,261,282205
425,0.14633077,1426818919,258.0001,282204
426,0.01891202,1426818919,258.0001,282203
427,0.01100000,1426818919,258.0639,282202
428,0.01300000,1426818919,258.1237,282201
429,0.01500000,1426818919,258.2164,282200
430,0.01100000,1426818919,258.3092,282199
431,0.01200000,1426818919,258.3989,282198
432,0.01000000,1426818919,258.4856,282197
433,0.30593869,1426817606,261,282196
434,0.06524904,1426816464,261,282195
435,0.01100000,1426816413,260.9041,282194
436,0.00375478,1426815961,261,282193
437,0.10860824,1426815961,260.999999,282192
438,0.01700001,1426815961,259.9719,282191
439,0.01100000,1426815961,259.9447,282190
440,0.00197000,1426815961,259.9184,282189
441,0.01100000,1426815961,259.8566,282188
442,0.26353086,1426814952,257.9108,282187
443,1.14279681,1426814952,257.9108,282186
444,0.01100000,1426814952,257.9777,282185
445,0.13720319,1426814552,257.9108,282184
446,0.19770207,1426814501,258,282183
447,0.01000000,1426814501,258.0317,282182
448,0.01200000,1426814501,258.1387,282181
449,0.01600000,1426814501,258.2007,282180
450,0.01100000,1426814501,259.0333,282179
451,0.01100000,1426814501,259.0655,282178
452,0.01500000,1426814501,259.0967,282177
453,0.01200000,1426814501,259.1268,282176
454,0.01000000,1426814501,259.1559,282175
455,0.50000000,1426814456,259.5,282174
456,0.01200000,1426813922,259.9045,282173
457,0.01000000,1426813604,259.5139,282172
458,0.01203000,1426813300,259.9184,282171
459,0.01000000,1426813171,259.9045,282170
460,0.17362771,1426812079,260,282169
461,0.11272136,1426812079,260,282168
462,0.04727864,1426811178,260,282167
463,0.08000000,1426811178,260,282166
464,0.04000000,1426811178,260,282165
465,0.64000000,1426811178,260,282164
466,0.05812136,1426811178,260,282163
467,0.01700001,1426811106,259.9667,282162
468,0.02813000,1426810654,260,282161
469,0.01900000,1426810654,259.94,282160
470,0.01300000,1426810654,259.882,282159
471,0.01600000,1426810257,259,282158
472,0.01000000,1426810257,259.55,282157
473,0.01000000,1426810257,259.5983,282156
474,0.01400000,1426810257,259.6117,282155
475,0.01100000,1426810253,259.6246,282154
476,0.01400000,1426810065,259.9871,282153
477,0.01600000,1426810000,259.9871,282152
478,0.01700001,1426809400,259.6117,282151
479,0.01100000,1426809168,259.6117,282150
480,0.01100000,1426809122,259.6117,282149
481,0.01600000,1426808956,259.6117,282148
482,0.01200000,1426808799,259.6117,282147
483,0.23374864,1426808663,260,282146
484,0.16000000,1426808650,260,282145
485,0.08000000,1426808634,260,282144
486,0.04000000,1426808622,260,282143
487,0.64000000,1426808598,260,282142
488,0.32000000,1426808584,260,282141
489,0.16000000,1426808571,260,282140
490,0.08000000,1426808558,260,282139
491,0.02600000,1426808544,260,282138
492,0.01400000,1426808544,260.0333,282137
493,0.00301291,1426808469,260,282136
494,0.01200000,1426808469,260.0322,282135
495,0.01930663,1426808365,260.999999,282134
496,0.00569337,1426808365,260.966699,282133
497,0.00630663,1426808330,260.966699,282132
498,0.01500000,1426808330,260.935599,282131
499,0.01369338,1426808330,260.905499,282130
500,0.00030662,1426808297,260.905499,282129
501,0.01200000,1426808297,260.876399,282128
502,0.03831421,1426807309,260,282127
503,0.06400000,1426807112,260,282126
504,0.01500000,1426807112,260.0333,282125
505,0.00100000,1426807112,260.0644,282124
506,0.01000000,1426807099,260.0644,282123
507,0.01500000,1426807099,260.0956,282122
508,0.01500000,1426807099,260.1257,282121
509,0.12849112,1426806425,260.999999,282120
510,0.17408238,1426806425,260.9999,282119
511,0.39881762,1426806370,260.9999,282118
512,0.42710000,1426806142,260.9999,282117
513,0.01100000,1426806142,260.9677,282116
514,0.01000000,1426806142,260.9376,282115
515,1.90560000,1426805037,260,282114
516,0.23537000,1426804547,260.9999,282113
517,0.01200000,1426804547,260.9166,282112
518,0.01700001,1426804547,260.836,282111
519,0.01100000,1426804547,259.989,282110
520,0.01000000,1426803953,258.5,282109
521,0.01984368,1426803186,259,282108
522,0.44170905,1426802834,259,282107
523,0.01100000,1426802816,260.901099,282106
524,0.70589929,1426802531,259,282105
525,0.04501607,1426802531,260.6841,282104
526,0.01400000,1426802408,260.989499,282103
527,0.01300000,1426802236,260.989499,282102
528,0.02978689,1426802050,260.999999,282101
529,0.01700001,1426801720,260.6946,282100
530,0.01400000,1426801596,260.6946,282099
531,0.09574712,1426801593,260.999999,282098
532,0.02300000,1426801593,260.967799,282097
533,0.01130000,1426801593,260.869899,282096
534,0.02300000,1426801593,260.775299,282095
535,0.01200000,1426801226,260.772299,282094
536,0.01859000,1426801217,260.6841,282093
537,0.01200000,1426800997,260.6871,282092
538,0.01300000,1426800993,260.684099,282091
539,0.00170000,1426800415,260.869899,282090
540,0.01000000,1426800415,260.775299,282089
541,0.01400000,1426799863,260,282088
542,0.01900000,1426799863,259.9344,282087
543,0.01800000,1426799863,259.9033,282086
544,0.01100000,1426799752,260.0333,282085
545,0.01203000,1426799331,260.999999,282084
546,0.01203000,1426799265,260.999999,282083
547,0.09400000,1426799229,260.999999,282082
548,0.01400000,1426799229,260.2177,282081
549,1.89061203,1426799199,258.9517,282080
550,0.01203000,1426799196,258.9517,282079
551,0.01403000,1426799191,258.9517,282078
552,0.01100000,1426799019,257.9517,282077
553,0.01000000,1426798981,256.4533,282076
554,0.02100000,1426798946,255.9333,282075
555,0.01700001,1426798946,255.4176,282074
556,0.01200000,1426798946,255.337,282073
557,0.01100000,1426798946,255.2924,282072
558,0.01100000,1426798946,255.2493,282071
559,0.01600000,1426798946,255.2077,282070
560,0.00497000,1426798946,255.1674,282069
561,0.00603000,1426798941,255.1674,282068
562,0.00600000,1426798941,255.1285,282067
563,0.02000000,1426798821,255.1285,282066
564,0.02200000,1426798777,255.1242,282065
565,0.01300000,1426797605,255.2827,282064
566,0.35354069,1426796618,255.501,282063
567,0.02000000,1426796618,253.9158,282062
568,0.01200000,1426796618,253.8946,282061
569,0.01400000,1426796618,253.8648,282060
570,0.01100000,1426796618,253.836,282059
571,0.01000000,1426795916,253.0957,282058
572,0.01100000,1426795916,253.1882,282057
573,0.01100000,1426795916,253.2776,282056
574,0.03200000,1426795916,253.28,282055
575,0.04000000,1426795903,253.28,282054
576,0.16000000,1426795879,253.28,282053
577,0.08000000,1426795866,253.28,282052
578,0.04000000,1426795850,253.28,282051
579,0.08000000,1426795716,253.28,282050
580,0.02900000,1426795703,253.28,282049
581,0.01100000,1426795703,253.304,282048
582,0.45770000,1426795196,253.999,282047
583,0.03900000,1426794771,253.28,282046
584,0.01000000,1426794771,253.354,282045
585,2.07433242,1426794743,254,282044
586,0.08000000,1426794741,254,282043
587,0.04000000,1426794728,254,282042
588,0.04000000,1426794715,254,282041
589,0.07200000,1426794659,254,282040
590,0.40000000,1426794477,255.1,282039
591,0.46000000,1426794456,256,282038
592,0.04000000,1426794447,256,282037
593,0.01530121,1426793898,256.5,282036
594,0.04000000,1426793875,256.5,282035
595,0.08000000,1426793852,256.5,282034
596,0.04000000,1426793839,256.5,282033
597,0.04000000,1426793796,256.5,282032
598,0.08000000,1426793582,256.5,282031
599,0.02900000,1426793567,256.5,282030
600,0.01100000,1426793567,256.55,282029
601,0.00200000,1426793064,257,282028
602,0.01100000,1426793064,257.0915,282027
603,0.01300000,1426793064,257.1878,282026
604,0.01400000,1426793064,257.2149,282025
605,0.51440523,1426792143,259.9805,282024
606,0.17269477,1426792143,259.9804,282023
607,0.00190000,1426792143,259.9689,282022
608,0.01100000,1426792143,259.8533,282021
609,0.02100000,1426792108,259.7415,282020
610,0.43825146,1426791310,257,282019
611,0.02212687,1426791307,257,282018
612,0.03962167,1426791307,257,282017
613,0.05549951,1426791207,257,282016
614,0.04450049,1426791207,258,282015
615,1.60347587,1426791118,258,282014
616,0.19766396,1426791118,258,282013
617,0.52186017,1426791118,258,282012
618,0.01500000,1426791118,258.0633,282011
619,0.01300000,1426791118,258.1225,282010
620,0.01400000,1426791118,258.184,282009
621,0.01100000,1426791118,258.2435,282008
622,0.01200000,1426791118,258.301,282007
623,0.01200000,1426791118,258.3566,282006
624,0.01010000,1426789941,259.9689,282005
625,0.01100000,1426789941,259.9388,282004
626,0.08000000,1426789855,259.9,282003
627,0.04000000,1426789842,259.9,282002
628,0.30459077,1426789817,259.9,282001
629,0.01200000,1426789817,259.8388,282000
630,0.33198741,1426788907,258,281999
631,0.27000886,1426788741,257.5,281998
632,0.01300000,1426788741,257.5636,281997
633,0.02200373,1426788741,257.62,281996
634,0.01200000,1426788741,257.6251,281995
635,0.01400000,1426788741,257.6845,281994
636,0.01100000,1426788741,257.755,281993
637,0.01900000,1426788741,257.8232,281992
638,0.01100000,1426788741,257.8891,281991
639,0.01400000,1426788741,257.9528,281990
640,0.01200000,1426788712,258.0144,281989
641,0.01400000,1426788712,258.0739,281988
642,0.01200000,1426788712,258.1295,281987
643,0.01100000,1426788712,258.1833,281986
644,0.01100000,1426788712,258.2372,281985
645,0.01100000,1426788712,258.396,281984
646,0.01100000,1426788712,259.0667,281983
647,2.68947182,1426788361,260,281982
648,2.56000000,1426788347,260,281981
649,1.28000000,1426788334,260,281980
650,0.64000000,1426788321,260,281979
651,0.32000000,1426788308,260,281978
652,0.16000000,1426788295,260,281977
653,0.06100000,1426788252,260.0002,281976
654,0.01515595,1426788226,260.0002,281975
655,4.00115988,1426788099,260,281974
656,0.16021710,1426788099,260.0002,281973
657,0.01100000,1426787965,261.1233,281972
658,0.00400002,1426787965,261.2424,281971
659,0.01299999,1426787941,261.2424,281970
660,0.01700001,1426787941,262.0637,281969
661,0.01000000,1426787941,262.1253,281968
662,0.31756749,1426786978,263.9124,281967
663,1.14000000,1426786386,263.9124,281966
664,3.41000000,1426786352,263.9124,281965
665,0.01976601,1426785761,263,281964
666,0.01484687,1426785753,266.982,281963
667,0.01715313,1426785753,265,281962
668,0.01100000,1426785753,264.8333,281961
669,0.01715313,1426785224,262,281960
670,0.67459834,1426785056,266.9885,281959
671,0.09100000,1426785056,266.5405,281958
672,0.04700514,1426785056,265,281957
673,0.13782918,1426785056,264,281956
674,0.10789719,1426785056,261,281955
675,0.01000000,1426785056,260.9356,281954
676,0.01100000,1426785056,260.8733,281953
677,0.01000000,1426785056,260.8131,281952
678,1.00000000,1426783541,261.0001,281951
679,0.10661455,1426783517,261,281950
680,0.50000000,1426783502,264,281949
681,0.30271649,1426783461,261,281948
682,0.30000000,1426783453,264,281947
683,0.10408139,1426783431,261,281946
684,0.20299486,1426783422,265,281945
685,2.00000000,1426783422,265,281944
686,0.09339497,1426783422,264.99,281943
687,0.10361017,1426783422,264,281942
688,0.42389610,1426783367,261,281941
