,amount,date,price,tid
359,0.00937061,1426855637,257.0911,282280
360,0.00162939,1426855486,257.0911,282279
361,0.01100000,1426855486,257.1792,282278
362,0.26125000,1426853029,259.7331,282277
363,3.15800000,1426851927,258.9213,282276
364,0.01000000,1426851927,258.8337,282275
365,0.01000000,1426851927,258.749,282274
366,0.26700000,1426851204,258.9212,282273
367,0.01200000,1426851204,258.8244,282272
368,0.01000000,1426851204,258.7309,282271
369,0.01100000,1426851204,258.6405,282270
370,1.05124648,1426848652,258.9973,282269
371,0.01800000,1426848652,258.8977,282268
372,0.01500000,1426848652,258.7989,282267
373,0.02000000,1426848652,258.7034,282266
374,0.02000000,1426848652,258.6111,282265
375,0.01100000,1426848652,258.5218,282264
376,0.01000000,1426848652,258.4355,282263
377,0.01100000,1426848652,258.3521,282262
378,0.57813937,1426848103,257.8645,282261
379,0.01100000,1426848082,257.8667,282260
380,0.01200000,1426847986,257.8829,282259
381,0.02100000,1426847390,257.9311,282258
382,0.01400000,1426847351,257.8688,282257
383,0.01400000,1426847322,257.8688,282256
384,0.01000000,1426846628,257.8667,282255
385,0.01000000,1426846607,257.8667,282254
386,0.06000000,1426846531,257.8645,282253
387,0.01200000,1426846126,257.9289,282252
388,0.01100000,1426845584,257.9289,282251
389,0.01200000,1426845544,257.9289,282250
390,0.01100000,1426845270,257.8645,282249
391,0.03366417,1426843694,255.9333,282248
392,0.01300000,1426843642,256.0355,282247
393,0.04000000,1426842465,256,282246
394,0.08000000,1426842420,256,282245
395,0.04000000,1426842407,256,282244
396,0.01200000,1426842405,255.9355,282243
397,0.55553615,1426842405,256,282242
398,1.00000000,1426842401,256.0001,282241
399,0.11677238,1426842345,257.9108,282240
400,0.04322762,1426842036,257.9108,282239
401,0.32000000,1426842036,257.9108,282238
402,0.37646914,1426842036,257.9108,282237
403,0.01400000,1426842036,257.9777,282236
404,0.01400000,1426841997,258.1001,282235
405,0.01500000,1426841997,258.1968,282234
406,0.01000000,1426841890,259.0667,282233
407,0.01163957,1426841890,259.134,282232
408,0.01000000,1426841890,259.193,282231
409,0.01100000,1426841890,259.2549,282230
410,0.01100000,1426841890,259.3129,282229
411,0.01000000,1426841890,259.3709,282228
412,0.01100000,1426841890,259.4289,282227
413,0.01300000,1426841890,259.4853,282226
414,0.01100000,1426841890,259.5433,282225
415,0.01100000,1426841367,259.5585,282224
416,0.01100000,1426840606,259.985,282223
417,0.01000000,1426840176,259.5585,282222
418,0.01200000,1426840007,259.5585,282221
419,0.00613253,1426831000,260.9034,282220
420,0.01000000,1426831000,259.9733,282219
421,0.00236043,1426829282,259.134,282218
422,0.00843723,1426829282,259.1991,282217
423,0.00356277,1426827633,259.1991,282216
424,0.01100000,1426827633,259.2559,282215
425,0.00670031,1426822191,261,282214
426,0.01100000,1426822075,260.9356,282213
427,0.14624818,1426819467,261,282212
428,0.72208815,1426819467,261,282211
429,0.01200000,1426819231,260.9967,282210
430,0.01300000,1426819199,260.9,282209
431,0.02500000,1426819190,261,282208
432,0.01600000,1426819167,260.9,282207
433,0.01600000,1426819167,260.8033,282206
434,0.47796934,1426818987,261,282205
435,0.14633077,1426818919,258.0001,282204
436,0.01891202,1426818919,258.0001,282203
437,0.01100000,1426818919,258.0639,282202
438,0.01300000,1426818919,258.1237,282201
439,0.01500000,1426818919,258.2164,282200
440,0.01100000,1426818919,258.3092,282199
441,0.01200000,1426818919,258.3989,282198
442,0.01000000,1426818919,258.4856,282197
443,0.30593869,1426817606,261,282196
444,0.06524904,1426816464,261,282195
445,0.01100000,1426816413,260.9041,282194
446,0.00375478,1426815961,261,282193
447,0.10860824,1426815961,260.999999,282192
448,0.01700001,1426815961,259.9719,282191
449,0.01100000,1426815961,259.9447,282190
450,0.00197000,1426815961,259.9184,282189
451,0.01100000,1426815961,259.8566,282188
452,0.26353086,1426814952,257.9108,282187
453,1.14279681,1426814952,257.9108,282186
454,0.01100000,1426814952,257.9777,282185
455,0.13720319,1426814552,257.9108,282184
456,0.19770207,1426814501,258,282183
457,0.01000000,1426814501,258.0317,282182
458,0.01200000,1426814501,258.1387,282181
459,0.01600000,1426814501,258.2007,282180
460,0.01100000,1426814501,259.0333,282179
461,0.01100000,1426814501,259.0655,282178
462,0.01500000,1426814501,259.0967,282177
463,0.01200000,1426814501,259.1268,282176
464,0.01000000,1426814501,259.1559,282175
465,0.50000000,1426814456,259.5,282174
466,0.01200000,1426813922,259.9045,282173
467,0.01000000,1426813604,259.5139,282172
468,0.01203000,1426813300,259.9184,282171
469,0.01000000,1426813171,259.9045,282170
470,0.17362771,1426812079,260,282169
471,0.11272136,1426812079,260,282168
472,0.04727864,1426811178,260,282167
473,0.08000000,1426811178,260,282166
474,0.04000000,1426811178,260,282165
475,0.64000000,1426811178,260,282164
476,0.05812136,1426811178,260,282163
477,0.01700001,1426811106,259.9667,282162
478,0.02813000,1426810654,260,282161
479,0.01900000,1426810654,259.94,282160
480,0.01300000,1426810654,259.882,282159
481,0.01600000,1426810257,259,282158
482,0.01000000,1426810257,259.55,282157
483,0.01000000,1426810257,259.5983,282156
484,0.01400000,1426810257,259.6117,282155
485,0.01100000,1426810253,259.6246,282154
486,0.01400000,1426810065,259.9871,282153
487,0.01600000,1426810000,259.9871,282152
488,0.01700001,1426809400,259.6117,282151
489,0.01100000,1426809168,259.6117,282150
490,0.01100000,1426809122,259.6117,282149
491,0.01600000,1426808956,259.6117,282148
492,0.01200000,1426808799,259.6117,282147
493,0.23374864,1426808663,260,282146
494,0.16000000,1426808650,260,282145
495,0.08000000,1426808634,260,282144
496,0.04000000,1426808622,260,282143
497,0.64000000,1426808598,260,282142
498,0.32000000,1426808584,260,282141
499,0.16000000,1426808571,260,282140
500,0.08000000,1426808558,260,282139
501,0.02600000,1426808544,260,282138
502,0.01400000,1426808544,260.0333,282137
503,0.00301291,1426808469,260,282136
504,0.01200000,1426808469,260.0322,282135
505,0.01930663,1426808365,260.999999,282134
506,0.00569337,1426808365,260.966699,282133
507,0.00630663,1426808330,260.966699,282132
508,0.01500000,1426808330,260.935599,282131
509,0.01369338,1426808330,260.905499,282130
510,0.00030662,1426808297,260.905499,282129
511,0.01200000,1426808297,260.876399,282128
512,0.03831421,1426807309,260,282127
513,0.06400000,1426807112,260,282126
514,0.01500000,1426807112,260.0333,282125
515,0.00100000,1426807112,260.0644,282124
516,0.01000000,1426807099,260.0644,282123
517,0.01500000,1426807099,260.0956,282122
518,0.01500000,1426807099,260.1257,282121
519,0.12849112,1426806425,260.999999,282120
520,0.17408238,1426806425,260.9999,282119
521,0.39881762,1426806370,260.9999,282118
522,0.42710000,1426806142,260.9999,282117
523,0.01100000,1426806142,260.9677,282116
524,0.01000000,1426806142,260.9376,282115
525,1.90560000,1426805037,260,282114
526,0.23537000,1426804547,260.9999,282113
527,0.01200000,1426804547,260.9166,282112
528,0.01700001,1426804547,260.836,282111
529,0.01100000,1426804547,259.989,282110
530,0.01000000,1426803953,258.5,282109
531,0.01984368,1426803186,259,282108
532,0.44170905,1426802834,259,282107
533,0.01100000,1426802816,260.901099,282106
534,0.70589929,1426802531,259,282105
535,0.04501607,1426802531,260.6841,282104
536,0.01400000,1426802408,260.989499,282103
537,0.01300000,1426802236,260.989499,282102
538,0.02978689,1426802050,260.999999,282101
539,0.01700001,1426801720,260.6946,282100
540,0.01400000,1426801596,260.6946,282099
541,0.09574712,1426801593,260.999999,282098
542,0.02300000,1426801593,260.967799,282097
543,0.01130000,1426801593,260.869899,282096
544,0.02300000,1426801593,260.775299,282095
545,0.01200000,1426801226,260.772299,282094
546,0.01859000,1426801217,260.6841,282093
547,0.01200000,1426800997,260.6871,282092
548,0.01300000,1426800993,260.684099,282091
549,0.00170000,1426800415,260.869899,282090
550,0.01000000,1426800415,260.775299,282089
551,0.01400000,1426799863,260,282088
552,0.01900000,1426799863,259.9344,282087
553,0.01800000,1426799863,259.9033,282086
554,0.01100000,1426799752,260.0333,282085
555,0.01203000,1426799331,260.999999,282084
556,0.01203000,1426799265,260.999999,282083
557,0.09400000,1426799229,260.999999,282082
558,0.01400000,1426799229,260.2177,282081
559,1.89061203,1426799199,258.9517,282080
560,0.01203000,1426799196,258.9517,282079
561,0.01403000,1426799191,258.9517,282078
562,0.01100000,1426799019,257.9517,282077
563,0.01000000,1426798981,256.4533,282076
564,0.02100000,1426798946,255.9333,282075
565,0.01700001,1426798946,255.4176,282074
566,0.01200000,1426798946,255.337,282073
567,0.01100000,1426798946,255.2924,282072
568,0.01100000,1426798946,255.2493,282071
569,0.01600000,1426798946,255.2077,282070
570,0.00497000,1426798946,255.1674,282069
571,0.00603000,1426798941,255.1674,282068
572,0.00600000,1426798941,255.1285,282067
573,0.02000000,1426798821,255.1285,282066
574,0.02200000,1426798777,255.1242,282065
575,0.01300000,1426797605,255.2827,282064
576,0.35354069,1426796618,255.501,282063
577,0.02000000,1426796618,253.9158,282062
578,0.01200000,1426796618,253.8946,282061
579,0.01400000,1426796618,253.8648,282060
580,0.01100000,1426796618,253.836,282059
581,0.01000000,1426795916,253.0957,282058
582,0.01100000,1426795916,253.1882,282057
583,0.01100000,1426795916,253.2776,282056
584,0.03200000,1426795916,253.28,282055
585,0.04000000,1426795903,253.28,282054
586,0.16000000,1426795879,253.28,282053
587,0.08000000,1426795866,253.28,282052
588,0.04000000,1426795850,253.28,282051
589,0.08000000,1426795716,253.28,282050
590,0.02900000,1426795703,253.28,282049
591,0.01100000,1426795703,253.304,282048
592,0.45770000,1426795196,253.999,282047
593,0.03900000,1426794771,253.28,282046
594,0.01000000,1426794771,253.354,282045
595,2.07433242,1426794743,254,282044
596,0.08000000,1426794741,254,282043
597,0.04000000,1426794728,254,282042
598,0.04000000,1426794715,254,282041
599,0.07200000,1426794659,254,282040
600,0.40000000,1426794477,255.1,282039
601,0.46000000,1426794456,256,282038
602,0.04000000,1426794447,256,282037
603,0.01530121,1426793898,256.5,282036
604,0.04000000,1426793875,256.5,282035
605,0.08000000,1426793852,256.5,282034
606,0.04000000,1426793839,256.5,282033
607,0.04000000,1426793796,256.5,282032
608,0.08000000,1426793582,256.5,282031
609,0.02900000,1426793567,256.5,282030
610,0.01100000,1426793567,256.55,282029
611,0.00200000,1426793064,257,282028
612,0.01100000,1426793064,257.0915,282027
613,0.01300000,1426793064,257.1878,282026
614,0.01400000,1426793064,257.2149,282025
615,0.51440523,1426792143,259.9805,282024
616,0.17269477,1426792143,259.9804,282023
617,0.00190000,1426792143,259.9689,282022
618,0.01100000,1426792143,259.8533,282021
619,0.02100000,1426792108,259.7415,282020
620,0.43825146,1426791310,257,282019
621,0.02212687,1426791307,257,282018
622,0.03962167,1426791307,257,282017
623,0.05549951,1426791207,257,282016
624,0.04450049,1426791207,258,282015
625,1.60347587,1426791118,258,282014
626,0.19766396,1426791118,258,282013
627,0.52186017,1426791118,258,282012
628,0.01500000,1426791118,258.0633,282011
629,0.01300000,1426791118,258.1225,282010
630,0.01400000,1426791118,258.184,282009
631,0.01100000,1426791118,258.2435,282008
632,0.01200000,1426791118,258.301,282007
633,0.01200000,1426791118,258.3566,282006
634,0.01010000,1426789941,259.9689,282005
635,0.01100000,1426789941,259.9388,282004
636,0.08000000,1426789855,259.9,282003
637,0.04000000,1426789842,259.9,282002
638,0.30459077,1426789817,259.9,282001
639,0.01200000,1426789817,259.8388,282000
640,0.33198741,1426788907,258,281999
641,0.27000886,1426788741,257.5,281998
642,0.01300000,1426788741,257.5636,281997
643,0.02200373,1426788741,257.62,281996
644,0.01200000,1426788741,257.6251,281995
645,0.01400000,1426788741,257.6845,281994
646,0.01100000,1426788741,257.755,281993
647,0.01900000,1426788741,257.8232,281992
648,0.01100000,1426788741,257.8891,281991
649,0.01400000,1426788741,257.9528,281990
650,0.01200000,1426788712,258.0144,281989
651,0.01400000,1426788712,258.0739,281988
652,0.01200000,1426788712,258.1295,281987
653,0.01100000,1426788712,258.1833,281986
654,0.01100000,1426788712,258.2372,281985
655,0.01100000,1426788712,258.396,281984
656,0.01100000,1426788712,259.0667,281983
657,2.68947182,1426788361,260,281982
658,2.56000000,1426788347,260,281981
659,1.28000000,1426788334,260,281980
660,0.64000000,1426788321,260,281979
661,0.32000000,1426788308,260,281978
662,0.16000000,1426788295,260,281977
663,0.06100000,1426788252,260.0002,281976
664,0.01515595,1426788226,260.0002,281975
665,4.00115988,1426788099,260,281974
666,0.16021710,1426788099,260.0002,281973
667,0.01100000,1426787965,261.1233,281972
668,0.00400002,1426787965,261.2424,281971
669,0.01299999,1426787941,261.2424,281970
670,0.01700001,1426787941,262.0637,281969
671,0.01000000,1426787941,262.1253,281968
672,0.31756749,1426786978,263.9124,281967
673,1.14000000,1426786386,263.9124,281966
674,3.41000000,1426786352,263.9124,281965
675,0.01976601,1426785761,263,281964
676,0.01484687,1426785753,266.982,281963
677,0.01715313,1426785753,265,281962
678,0.01100000,1426785753,264.8333,281961
679,0.01715313,1426785224,262,281960
680,0.67459834,1426785056,266.9885,281959
681,0.09100000,1426785056,266.5405,281958
682,0.04700514,1426785056,265,281957
683,0.13782918,1426785056,264,281956
684,0.10789719,1426785056,261,281955
685,0.01000000,1426785056,260.9356,281954
686,0.01100000,1426785056,260.8733,281953
687,0.01000000,1426785056,260.8131,281952
