2007-12-31T23:00:00.000Z;0.33;
2008-01-31T23:00:00.000Z;0.33;
2008-02-29T23:00:00.000Z;0.34;
2008-03-31T22:00:00.000Z;0.35;
2008-04-30T22:00:00.000Z;0.33;
2008-05-31T22:00:00.000Z;0.32;
2008-06-30T22:00:00.000Z;0.35;
2008-07-31T22:00:00.000Z;0.31;
2008-08-31T22:00:00.000Z;0.34;
2008-09-30T22:00:00.000Z;0.47;
2008-10-31T23:00:00.000Z;0.42;
2008-11-30T23:00:00.000Z;0.39;
2008-12-31T23:00:00.000Z;0.43;
2009-01-31T23:00:00.000Z;0.43;
2009-02-28T23:00:00.000Z;0.44;
2009-03-31T22:00:00.000Z;0.38;
2009-04-30T22:00:00.000Z;0.35;
2009-05-31T22:00:00.000Z;0.36;
2009-06-30T22:00:00.000Z;0.38;
2009-07-31T22:00:00.000Z;0.35;
2009-08-31T22:00:00.000Z;0.35;
2009-09-30T22:00:00.000Z;0.35;
2009-10-31T23:00:00.000Z;0.34;
2009-11-30T23:00:00.000Z;0.32;
2009-12-31T23:00:00.000Z;0.35;
2010-01-31T23:00:00.000Z;0.38;
2010-02-28T23:00:00.000Z;0.38;
2010-03-31T22:00:00.000Z;0.36;
2010-04-30T22:00:00.000Z;0.41;
2010-05-31T22:00:00.000Z;0.42;
2010-06-30T22:00:00.000Z;0.41;
2010-07-31T22:00:00.000Z;0.41;
2010-08-31T22:00:00.000Z;0.42;
2010-09-30T22:00:00.000Z;0.41;
2010-10-31T23:00:00.000Z;0.4;
2010-11-30T23:00:00.000Z;0.41;
2010-12-31T23:00:00.000Z;0.44;
2011-01-31T23:00:00.000Z;0.41;
2011-02-28T23:00:00.000Z;0.42;
2011-03-31T22:00:00.000Z;0.41;
2011-04-30T22:00:00.000Z;0.42;
2011-05-31T22:00:00.000Z;0.46;
2011-06-30T22:00:00.000Z;0.53;
2011-07-31T22:00:00.000Z;0.69;
2011-08-31T22:00:00.000Z;0.5;
2011-09-30T22:00:00.000Z;0.41;
2011-10-31T23:00:00.000Z;0.41;
2011-11-30T23:00:00.000Z;0.38;
2011-12-31T23:00:00.000Z;0.39;
2012-01-31T23:00:00.000Z;0.37;
2012-02-29T23:00:00.000Z;0.37;
2012-03-31T22:00:00.000Z;0.35;
2012-04-30T22:00:00.000Z;0.35;
2012-05-31T22:00:00.000Z;0.33;
2012-06-30T22:00:00.000Z;0.34;
2012-07-31T22:00:00.000Z;0.33;
2012-08-31T22:00:00.000Z;0.36;
2012-09-30T22:00:00.000Z;0.35;
2012-10-31T23:00:00.000Z;0.33;
2012-11-30T23:00:00.000Z;0.32;
2012-12-31T23:00:00.000Z;0.39;
2013-01-31T23:00:00.000Z;0.38;
2013-02-28T23:00:00.000Z;0.38;
2013-03-31T22:00:00.000Z;0.36;
2013-04-30T22:00:00.000Z;0.35;
2013-05-31T22:00:00.000Z;0.36;
2013-06-30T22:00:00.000Z;0.37;
2013-07-31T22:00:00.000Z;0.37;
2013-08-31T22:00:00.000Z;0.37;
2013-09-30T22:00:00.000Z;0.38;
2013-10-31T23:00:00.000Z;0.37;
2013-11-30T23:00:00.000Z;0.35;
2013-12-31T23:00:00.000Z;0.41;
2014-01-31T23:00:00.000Z;0.41;
2014-02-28T23:00:00.000Z;0.4;
2014-03-31T22:00:00.000Z;0.38;
2014-04-30T22:00:00.000Z;0.38;
2014-05-31T22:00:00.000Z;0.39;
2014-06-30T22:00:00.000Z;0.4;
2014-07-31T22:00:00.000Z;0.38;
2014-08-31T22:00:00.000Z;0.39;
2014-09-30T22:00:00.000Z;0.39;
2014-10-31T23:00:00.000Z;0.39;
2014-11-30T23:00:00.000Z;0.39;
2014-12-31T23:00:00.000Z;1.0;
2015-01-31T23:00:00.000Z;0.59;
2015-02-28T23:00:00.000Z;0.53;
